EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_4;"Buy a slugger? Need to knock it out of the park?  Want to make a grand slam? Or do you just need to keep it around for uninvited guests?  Be a player, don't sit on the bench!";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_4;I'll take one wooden bat.;;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_4;I'd like a metal bat.;;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_4;I don't care for sports, I want a fire axe.;;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_4;I don't want an improvised weapon.;;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_5;"When the Government tries to take your guns, make sure you have more guns." Paid for by Herculean Firearms PAC;;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_5;"A revolver is classic. Go ahead, make my day.";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_5;"Feelin' lucky, punk? A large caliber monster, the Colt Anaconda!";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_5;"Revolvers are obsolete. I want more ammo." ;;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_5;"The government can't take your guns, if you don't have any guns.";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_6;"A wise man always has a gun in his house, for hunting purposes of course." Paid for by Herculean Firearms PAC;;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_6;"Hunting bucks!";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_6;"Hunting birds!";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_6;"Hunting vampires!";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_6;"Hunting nothing!";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_7;"Sometimes, a man has to join a militia in the woods and make sure they're well armed." Paid for by Herculean Firearms PAC;;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_7;"Dakka dakka dakka!";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_7;"The Holy Land Special!";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_7;"You can't take away my Assault Rifle!";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_7;"Wait, you want me to shit in the woods?";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_8;"Sometimes, military grade hardware falls off the back of a truck, and REAL men take advantage of it." Paid for by Herculean Firearms PAC;;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_8;"They think they can outsmart me, but can they outsmart bullet?";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_8;"Look dad, I'm a sniper not a gunman... Well one's an occupation innit?";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_8;"What about like a shotgun but with a magazine!?!";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_8;"I'd rather just buy hats.";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_9;"Sailfish from Endron Motors: The most luxurious sportscar on the market, accepts only the finest gasoline. Now availible in the new XLR8 package with super-hyper-turbocharged engine. Get started with a low down payment tonight!";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_9;"I feel the need... The need for speed!";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_9;"Ya know... There's a police auction going on right now too...";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_9;"I think I need a car that's a bit beefier than that.";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_9;"I don't need any new wheels.";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_10;"You know you're in the lap of absolute luxury when you are thinking about buying a limo.";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_10;"A standard limo would suit someone of my means.";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_10;"People are out to get me, I should armor the limo.";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_10;"Control, This agent requires only the best.";;;;;;;;;;;;; 
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_10;"I wouldn't waste money on that!";;;;;;;;;;;;; 
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_11;"Motorsteed from Endron Motors: Power. Speed. Noise. Freedom. Motorsteed.";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_11;"I want it!";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_11;"I prefer the Ninja-To from Endron-of-Japan.";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_11;"Endron creeps me out... Maybe a Nativist instead?";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_11;"No bikes!";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_12;"Motorsteed Gold edition: With real gold mined from the darkest jungles of Africa. Endron Motors presents the motorcycle for the sophisticated driver.";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_12;"I deserve gold.";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_12;"If I'm gonna spend that kinda money I want it to be Powerful.";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_12;"Racing bikes, speed-speed-speed.";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_12;"No bikes!";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_13;"This-Coast Custom motorcycles: For a ride that screams "You"!;;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_13;"Build me a bike.";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_13;"Why build one from scratch when I can afford a Braggatti?";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_13;"Call me old fashioned, but I'd really like a real horse.";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_13;"No bikes!";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_14;"Conquistador from Endron Motors: Twelve yards long, two lanes wide, sixty-five tons of American pride, Conquistador!";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_14;"That theme song is gonna be stuck in my head now...";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_14;"Woah! That's way too big. A nice reliable Euro-car for me.";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_14;"Both those options are kinda gas guzzlers...";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_14;"I like my bus-pass.";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_15;"Nastrum Enterprises: Your source for surplus military-grade vehicles. Just don't tell the gub'ment!";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_15;"I think god wants me to have my own private transport jet.";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_15;"Nothing says class like a helicopter.";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_15;"You take the high road and I'll take the low road.";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_15;"Are you high?";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_16;"When the chips are down and your enemies have guns, who do you trust to stop a bullet? Body-armor by AEZIR.";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_16;"You know, my power-suit could use a Kevlar weave for that extra boost of confidence.";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_16;"Maybe I could use something more convenient.";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_16;"Maybe I could just make friends with my enemies?";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_17;"Only the best for our men and women in uniform. Body-armor by AEZIR.";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_17;"Protect my vitals!";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_17;"Protect my everything!";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_17;"Isn't this a bit excessive?";;;;;;;;;;;;;
EVTDESC_POD_CWOD_PENTEX_ADVERTISEMENTS_18;"Herrick's Department Store presents: The latest line of imported blades from the far east, for all your culinary and self-defense needs.";;;;;;;;;;;;;
EVTOPTA_POD_CWOD_PENTEX_ADVERTISEMENTS_18;"Oh hey that one looks like the Slicemaster from that one Samurai movie from last year!";;;;;;;;;;;;;
EVTOPTB_POD_CWOD_PENTEX_ADVERTISEMENTS_18;"Culinary needs? This one could slice a side of beef in half!";;;;;;;;;;;;;
EVTOPTC_POD_CWOD_PENTEX_ADVERTISEMENTS_18;"I heard a rumor that a master smith was in town... maybe he could make a better blade than all of these.";;;;;;;;;;;;;
EVTOPTD_POD_CWOD_PENTEX_ADVERTISEMENTS_18;"I'm good, thanks.";;;;;;;;;;;;;